"Label (Grouping)","Population 16 years and over with earnings","Population 16 years and over with earnings!!Median earnings (dollars)","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$1 to $9,999 or loss","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$10,000 to $14,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$15,000 to $24,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$25,000 to $34,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$35,000 to $49,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$50,000 to $64,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$65,000 to $74,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$75,000 to $99,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$100,000 or more","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!Median earnings (dollars) for full-time, year-round workers with earnings","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!Mean earnings (dollars) for full-time, year-round workers with earnings","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Graduate or professional degree"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,601,375","(X)","1,058,780","2.0%","2.7%","8.4%","13.8%","21.8%","18.1%","7.3%","11.4%","14.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","852,138","44,565","608,258","10,776","12,656","41,424","72,462","121,208","112,318","46,044","80,950","110,420","54,902","74,185","","51,132","36,447","41,000","47,386","68,642","82,789"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","852,138","(X)","608,258","1.8%","2.1%","6.8%","11.9%","19.9%","18.5%","7.6%","13.3%","18.2%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","749,237","31,760","450,522","10,905","16,078","47,785","73,320","110,065","79,291","31,670","40,263","41,145","44,368","54,485","","37,148","21,877","26,168","32,824","47,083","58,895"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","749,237","(X)","450,522","2.4%","3.6%","10.6%","16.3%","24.4%","17.6%","7.0%","8.9%","9.1%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,218,885","34,928","1,410,181","27,058","45,280","141,557","230,367","300,979","242,122","100,846","148,614","173,358","46,955","61,331","","40,448","25,571","32,207","37,420","51,906","62,124"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,218,885","(X)","1,410,181","1.9%","3.2%","10.0%","16.3%","21.3%","17.2%","7.2%","10.5%","12.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,161,074","40,832","788,369","14,490","20,018","63,089","107,808","153,594","141,112","61,751","101,062","125,445","51,842","69,208","","47,189","28,473","38,705","47,311","64,770","75,564"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,161,074","(X)","788,369","1.8%","2.5%","8.0%","13.7%","19.5%","17.9%","7.8%","12.8%","15.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,057,811","30,285","621,812","12,568","25,262","78,468","122,559","147,385","101,010","39,095","47,552","47,913","40,991","51,343","","33,999","21,604","26,054","30,843","44,185","55,777"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,057,811","(X)","621,812","2.0%","4.1%","12.6%","19.7%","23.7%","16.2%","6.3%","7.6%","7.7%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,195,034","34,896","1,434,759","40,879","51,166","168,417","213,882","272,825","227,835","98,599","158,358","202,798","47,232","63,220","","40,562","26,784","31,701","36,877","52,491","63,934"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,195,034","(X)","1,434,759","2.8%","3.6%","11.7%","14.9%","19.0%","15.9%","6.9%","11.0%","14.1%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,123,417","42,696","785,140","18,870","17,864","65,051","102,618","132,172","126,312","58,840","104,289","159,124","55,078","75,151","","50,350","31,454","41,251","50,209","68,826","86,083"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,123,417","(X)","785,140","2.4%","2.3%","8.3%","13.1%","16.8%","16.1%","7.5%","13.3%","20.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,071,617","27,410","649,619","22,009","33,302","103,366","111,264","140,653","101,523","39,759","54,069","43,674","40,136","48,800","","31,937","17,379","23,522","29,434","45,021","55,419"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,071,617","(X)","649,619","3.4%","5.1%","15.9%","17.1%","21.7%","15.6%","6.1%","8.3%","6.7%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Maine","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","754,428","39,725","467,093","6,880","6,207","28,254","58,963","109,799","89,666","42,495","59,663","65,166","51,980","68,310","","44,074","34,255","36,407","40,542","51,486","68,177"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","754,428","(X)","467,093","1.5%","1.3%","6.0%","12.6%","23.5%","19.2%","9.1%","12.8%","14.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","388,144","45,199","256,604","3,324","2,580","12,733","26,724","52,732","52,206","24,637","35,327","46,341","57,009","75,938","","50,935","38,695","41,293","48,711","62,128","81,729"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","388,144","(X)","256,604","1.3%","1.0%","5.0%","10.4%","20.5%","20.3%","9.6%","13.8%","18.1%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","366,284","34,785","210,489","3,556","3,627","15,521","32,239","57,067","37,460","17,858","24,336","18,825","47,018","59,012","","39,321","25,329","30,799","34,649","45,397","59,924"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","366,284","(X)","210,489","1.7%","1.7%","7.4%","15.3%","27.1%","17.8%","8.5%","11.6%","8.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,370,020","50,548","2,312,780","36,657","33,957","117,577","212,936","358,439","357,271","175,620","352,510","667,813","67,093","86,965","","56,979","29,480","40,160","48,351","71,896","93,565"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,370,020","(X)","2,312,780","1.6%","1.5%","5.1%","9.2%","15.5%","15.4%","7.6%","15.2%","28.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,722,162","55,578","1,255,022","19,588","17,559","54,524","99,790","180,220","190,571","92,068","186,001","414,701","71,995","95,376","","63,634","36,340","45,786","54,454","84,084","107,876"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,722,162","(X)","1,255,022","1.6%","1.4%","4.3%","8.0%","14.4%","15.2%","7.3%","14.8%","33.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,647,858","43,906","1,057,758","17,069","16,398","63,053","113,146","178,219","166,700","83,552","166,509","253,112","62,190","76,985","","51,114","19,271","32,456","41,773","61,522","83,135"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,647,858","(X)","1,057,758","1.6%","1.6%","6.0%","10.7%","16.8%","15.8%","7.9%","15.7%","23.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,974,405","50,683","2,467,724","31,849","28,157","80,394","184,887","360,848","392,723","213,767","414,368","760,731","72,321","96,611","","59,269","30,956","40,724","47,201","71,344","90,944"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,974,405","(X)","2,467,724","1.3%","1.1%","3.3%","7.5%","14.6%","15.9%","8.7%","16.8%","30.8%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,025,061","57,645","1,375,106","18,089","15,636","37,583","89,002","186,467","204,114","108,602","215,822","499,791","77,636","107,717","","66,879","36,161","47,129","55,458","82,749","111,604"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,025,061","(X)","1,375,106","1.3%","1.1%","2.7%","6.5%","13.6%","14.8%","7.9%","15.7%","36.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,949,344","42,639","1,092,618","13,760","12,521","42,811","95,885","174,381","188,609","105,165","198,546","260,940","66,536","82,634","","51,235","24,798","31,594","41,149","60,935","79,291"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,949,344","(X)","1,092,618","1.3%","1.1%","3.9%","8.8%","16.0%","17.3%","9.6%","18.2%","23.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,159,647","37,258","3,065,491","59,564","62,669","211,942","412,959","611,354","531,366","242,400","402,862","530,375","52,459","70,531","","43,495","26,888","32,639","39,894","59,740","75,841"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,159,647","(X)","3,065,491","1.9%","2.0%","6.9%","13.5%","19.9%","17.3%","7.9%","13.1%","17.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,710,001","44,439","1,753,425","33,069","28,443","95,211","198,999","308,741","305,781","138,695","254,514","389,972","60,293","79,391","","51,571","31,948","39,845","50,115","72,604","94,421"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,710,001","(X)","1,753,425","1.9%","1.6%","5.4%","11.3%","17.6%","17.4%","7.9%","14.5%","22.2%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,449,646","31,067","1,312,066","26,495","34,226","116,731","213,960","302,613","225,585","103,705","148,348","140,403","46,914","58,691","","36,538","20,496","25,543","32,062","48,790","64,800"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,449,646","(X)","1,312,066","2.0%","2.6%","8.9%","16.3%","23.1%","17.2%","7.9%","11.3%","10.7%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Minnesota","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,250,886","43,853","2,025,624","29,930","29,744","90,966","206,576","403,940","371,811","179,492","299,658","413,507","60,099","78,245","","50,872","30,394","37,474","45,192","63,482","80,120"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,250,886","(X)","2,025,624","1.5%","1.5%","4.5%","10.2%","19.9%","18.4%","8.9%","14.8%","20.4%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,698,535","50,857","1,152,885","17,289","14,426","43,789","97,439","199,189","208,606","106,923","183,322","281,902","64,611","86,541","","57,762","33,982","42,981","53,195","75,289","95,906"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,698,535","(X)","1,152,885","1.5%","1.3%","3.8%","8.5%","17.3%","18.1%","9.3%","15.9%","24.5%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,552,351","37,741","872,739","12,641","15,318","47,177","109,137","204,751","163,205","72,569","116,336","131,605","52,535","67,286","","43,599","25,907","31,084","37,370","54,159","71,864"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,552,351","(X)","872,739","1.4%","1.8%","5.4%","12.5%","23.5%","18.7%","8.3%","13.3%","15.1%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Mississippi","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,368,594","32,242","933,698","24,571","39,424","127,078","165,134","209,523","146,468","55,400","82,512","83,588","41,561","54,056","","37,148","26,126","31,810","33,729","45,353","59,223"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,368,594","(X)","933,698","2.6%","4.2%","13.6%","17.7%","22.4%","15.7%","5.9%","8.8%","9.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","690,043","38,974","496,076","10,524","16,444","54,480","75,914","100,546","86,155","34,670","56,206","61,137","47,546","62,386","","43,385","31,221","39,514","42,026","55,096","76,494"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","690,043","(X)","496,076","2.1%","3.3%","11.0%","15.3%","20.3%","17.4%","7.0%","11.3%","12.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","678,551","27,481","437,622","14,047","22,980","72,598","89,220","108,977","60,313","20,730","26,306","22,451","37,056","44,614","","31,417","18,838","25,443","28,002","39,541","51,871"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","678,551","(X)","437,622","3.2%","5.3%","16.6%","20.4%","24.9%","13.8%","4.7%","6.0%","5.1%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Missouri","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,239,022","37,083","2,122,289","37,551","51,437","185,705","320,989","459,541","363,100","160,768","231,284","311,914","50,124","66,366","","42,084","26,315","33,899","39,481","53,855","65,480"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,239,022","(X)","2,122,289","1.8%","2.4%","8.8%","15.1%","21.7%","17.1%","7.6%","10.9%","14.7%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,679,635","42,751","1,176,711","18,840","23,386","80,635","148,520","230,663","211,823","98,188","147,120","217,536","54,140","74,857","","50,513","31,302","40,195","48,982","66,576","82,463"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,679,635","(X)","1,176,711","1.6%","2.0%","6.9%","12.6%","19.6%","18.0%","8.3%","12.5%","18.5%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,559,387","31,458","945,578","18,711","28,051","105,070","172,469","228,878","151,277","62,580","84,164","94,378","43,065","55,800","","36,166","19,758","26,834","31,867","45,500","56,983"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,559,387","(X)","945,578","2.0%","3.0%","11.1%","18.2%","24.2%","16.0%","6.6%","8.9%","10.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Montana","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","594,130","35,272","350,539","8,290","12,249","28,963","50,278","74,198","59,836","25,203","38,390","53,132","50,162","66,112","","40,537","22,977","33,327","36,712","50,126","65,176"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","594,130","(X)","350,539","2.4%","3.5%","8.3%","14.3%","21.2%","17.1%","7.2%","11.0%","15.2%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","315,815","41,372","205,450","3,477","6,438","14,513","22,527","39,480","36,898","15,570","26,392","40,155","55,496","73,589","","48,966","28,553","38,703","46,137","58,099","74,374"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","315,815","(X)","205,450","1.7%","3.1%","7.1%","11.0%","19.2%","18.0%","7.6%","12.8%","19.5%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","278,315","30,201","145,089","4,813","5,811","14,450","27,751","34,718","22,938","9,633","11,998","12,977","41,725","55,524","","33,988","15,280","25,442","31,072","40,991","59,351"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","278,315","(X)","145,089","3.3%","4.0%","10.0%","19.1%","23.9%","15.8%","6.6%","8.3%","8.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Nebraska","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,118,295","38,898","742,615","14,751","22,043","54,544","102,480","163,457","134,990","61,213","91,487","97,650","50,817","65,390","","44,532","31,507","35,527","40,907","53,663","69,714"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,118,295","(X)","742,615","2.0%","3.0%","7.3%","13.8%","22.0%","18.2%","8.2%","12.3%","13.1%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","591,726","45,032","425,803","7,232","10,471","25,609","48,342","83,187","80,203","38,092","61,689","70,978","56,121","72,931","","51,542","35,274","41,662","50,475","66,584","79,726"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","591,726","(X)","425,803","1.7%","2.5%","6.0%","11.4%","19.5%","18.8%","8.9%","14.5%","16.7%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","526,569","32,218","316,812","7,519","11,572","28,935","54,138","80,270","54,787","23,121","29,798","26,672","44,037","55,253","","37,748","26,139","27,346","33,088","45,812","64,337"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","526,569","(X)","316,812","2.4%","3.7%","9.1%","17.1%","25.3%","17.3%","7.3%","9.4%","8.4%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Nevada","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,595,855","37,052","994,763","21,142","22,130","76,865","154,701","217,204","151,968","74,877","117,617","158,259","50,257","67,469","","41,237","30,979","35,697","40,173","52,227","71,112"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,595,855","(X)","994,763","2.1%","2.2%","7.7%","15.6%","21.8%","15.3%","7.5%","11.8%","15.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","854,196","41,192","563,567","11,817","9,940","38,447","75,502","116,372","87,017","43,025","72,366","109,081","52,398","74,004","","45,858","34,453","40,025","45,713","60,925","82,547"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","854,196","(X)","563,567","2.1%","1.8%","6.8%","13.4%","20.6%","15.4%","7.6%","12.8%","19.4%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","741,659","32,346","431,196","9,325","12,190","38,418","79,199","100,832","64,951","31,852","45,251","49,178","44,906","58,929","","36,931","25,789","31,427","34,556","47,829","63,133"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","741,659","(X)","431,196","2.2%","2.8%","8.9%","18.4%","23.4%","15.1%","7.4%","10.5%","11.4%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"New Hampshire","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","815,766","45,677","526,800","4,668","6,885","24,061","52,882","104,562","92,985","44,039","74,759","121,959","61,197","79,900","","51,953","35,895","41,699","45,391","64,230","78,476"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","815,766","(X)","526,800","0.9%","1.3%","4.6%","10.0%","19.8%","17.7%","8.4%","14.2%","23.2%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","430,895","53,551","303,745","2,046","3,106","11,409","24,200","51,030","50,106","25,640","46,793","89,415","68,566","89,931","","62,118","40,366","49,499","55,936","82,418","94,880"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","430,895","(X)","303,745","0.7%","1.0%","3.8%","8.0%","16.8%","16.5%","8.4%","15.4%","29.4%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","384,871","38,537","223,055","2,622","3,779","12,652","28,682","53,532","42,879","18,399","27,966","32,544","51,880","66,241","","43,526","32,855","35,096","38,110","51,059","70,194"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","384,871","(X)","223,055","1.2%","1.7%","5.7%","12.9%","24.0%","19.2%","8.2%","12.5%","14.6%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"New Jersey","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,967,168","50,021","3,208,416","49,172","50,072","181,042","312,847","446,140","478,311","250,365","469,334","971,133","68,654","94,453","","56,121","28,336","37,180","46,071","71,258","94,788"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,967,168","(X)","3,208,416","1.5%","1.6%","5.6%","9.8%","13.9%","14.9%","7.8%","14.6%","30.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,607,732","56,833","1,816,346","25,606","21,610","86,903","160,111","225,681","250,802","133,460","253,030","659,143","75,297","107,221","","64,661","32,987","45,153","53,945","83,684","120,215"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,607,732","(X)","1,816,346","1.4%","1.2%","4.8%","8.8%","12.4%","13.8%","7.3%","13.9%","36.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,359,436","40,814","1,392,070","23,566","28,462","94,139","152,736","220,459","227,509","116,905","216,304","311,990","61,802","77,793","","47,351","21,296","30,266","39,039","61,320","78,633"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,359,436","(X)","1,392,070","1.7%","2.0%","6.8%","11.0%","15.8%","16.3%","8.4%","15.5%","22.4%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"New Mexico","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","991,671","34,133","631,681","19,145","20,905","69,204","88,817","125,882","105,796","39,210","68,387","94,335","48,194","62,011","","39,826","22,117","32,058","36,168","49,976","69,168"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","991,671","(X)","631,681","3.0%","3.3%","11.0%","14.1%","19.9%","16.7%","6.2%","10.8%","14.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","522,334","38,975","358,366","8,455","9,849","33,007","51,067","66,396","60,161","22,909","42,301","64,221","51,149","67,510","","44,746","28,011","36,557","42,493","57,705","86,706"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","522,334","(X)","358,366","2.4%","2.7%","9.2%","14.2%","18.5%","16.8%","6.4%","11.8%","17.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","469,337","30,336","273,315","10,690","11,056","36,197","37,750","59,486","45,635","16,301","26,086","30,114","43,227","54,801","","35,171","17,375","25,787","31,225","42,350","62,467"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","469,337","(X)","273,315","3.9%","4.0%","13.2%","13.8%","21.8%","16.7%","6.0%","9.5%","11.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"New York","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,257,235","43,462","6,365,800","93,023","94,485","332,895","664,449","1,081,034","1,012,524","503,540","935,771","1,648,079","63,356","89,201","","50,570","27,130","35,242","42,154","64,928","82,907"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,257,235","(X)","6,365,800","1.5%","1.5%","5.2%","10.4%","17.0%","15.9%","7.9%","14.7%","25.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,233,660","50,088","3,455,596","43,197","51,155","164,657","332,653","542,375","523,089","270,505","500,104","1,027,861","67,512","99,247","","55,023","31,778","40,937","50,718","73,244","98,294"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,233,660","(X)","3,455,596","1.3%","1.5%","4.8%","9.6%","15.7%","15.1%","7.8%","14.5%","29.7%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,023,575","39,651","2,910,204","49,826","43,330","168,238","331,796","538,659","489,435","233,035","435,667","620,218","59,869","77,272","","45,070","21,401","28,528","36,869","58,628","75,894"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
